gen,best_score,mean_score,median_score,std_score,avg_trades,best_trades,best_cagr,best_sharpe,best_sortino,best_pf,best_maxdd,best_calmar,best_expectancy
0,2.2063912789187388,0.8374552601766279,0.5073735022268725,0.7606781123495274,27.158333333333335,47,3.0,5.0,5.0,3.3169062803500435,0.06758506329420068,44.388506184286186,937.2430664381843
