ticker,yf_ticker,side,signal_time,entry_time,exit_time,entry,exit,shares,pnl,equity_after,partial,stop,target,signal_info,interval
AAPL,AAPL,long,2025-10-20 10:05:14+00:00,2025-10-21 04:00:00+00:00,2025-10-21 04:00:00+00:00,261.8800048828125,262.7699890136719,31.918427438416675,24.789192815288427,100024.78919281528,False,222.5980041503906,277.7443690495343,"{'pretrade_score': 1.24, 'watchout_hit': False}",1d
AAPL,AAPL,long,2025-10-20 22:25:18+00:00,2025-10-21 04:00:00+00:00,2025-10-21 04:00:00+00:00,261.8800048828125,262.7699890136719,31.926339758937996,24.795664382737733,100049.58485719802,False,222.5980041503906,277.7443690495343,"{'pretrade_score': 2.9594313836019532, 'watchout_hit': False}",15m
ABVE,ABVE,long,2025-09-25 12:37:18+00:00,2025-09-26 04:00:00+00:00,2025-10-01 04:00:00+00:00,1.7699999809265137,1.8772243728195652,4724.826396362671,502.9977953699533,100552.58265256797,False,1.5044999837875366,1.8772243728195652,"{'pretrade_score': 1.35, 'watchout_hit': False}",1h
ACHV,ACHV,long,2025-10-17 11:39:45+00:00,2025-10-20 04:00:00+00:00,2025-10-20 04:00:00+00:00,4.260000228881836,4.5180657311012276,1973.0015843153394,505.5332315549043,101058.11588412288,False,3.6210001945495605,4.5180657311012276,"{'pretrade_score': 2.7094313836019532, 'watchout_hit': False}",1d
ACOG,ACOG,short,2025-10-16 12:20:05+00:00,2025-10-17 04:00:00+00:00,2025-10-17 04:00:00+00:00,7.010000228881836,6.585343155541893,1205.0275929059394,508.08144798801686,101566.1973321109,False,8.06150026321411,6.585343155541893,"{'pretrade_score': 1.35, 'watchout_hit': False}",1d
AMD,AMD,long,2025-10-06 11:47:00+00:00,2025-10-07 04:00:00+00:00,2025-10-08 04:00:00+00:00,214.85000610351562,227.86535158425906,39.514605364096255,510.64250909005113,102076.83984120094,False,182.62250518798828,227.86535158425906,"{'pretrade_score': 2.7594313836019535, 'watchout_hit': False}",1d
AMD,AMD,long,2025-10-06 12:42:44+00:00,2025-10-07 04:00:00+00:00,2025-10-08 04:00:00+00:00,214.85000610351562,227.86535158425906,39.713272221366154,513.216479606501,102590.05632080745,False,182.62250518798828,227.86535158425906,"{'pretrade_score': 1.55, 'watchout_hit': False}",1d
AMD,AMD,long,2025-10-06 12:47:34+00:00,2025-10-07 04:00:00+00:00,2025-10-08 04:00:00+00:00,214.85000610351562,227.86535158425906,39.91294048886749,515.8034246092142,103105.85974541666,False,182.62250518798828,227.86535158425906,"{'pretrade_score': 1.55, 'watchout_hit': False}",1d
AMD,AMD,long,2025-10-06 14:10:28+00:00,2025-10-07 04:00:00+00:00,2025-10-08 04:00:00+00:00,214.85000610351562,227.86535158425906,40.113615214359434,518.4034094980434,103624.2631549147,False,182.62250518798828,227.86535158425906,"{'pretrade_score': 1.29, 'watchout_hit': False}",1d
AMD,AMD,long,2025-10-07 14:30:39+00:00,2025-10-08 04:00:00+00:00,2025-10-08 04:00:00+00:00,212.9499969482422,225.85024224341456,40.67500770720543,521.0165000025,104145.2796549172,False,181.00749740600585,225.85024224341456,"{'pretrade_score': 1.55, 'watchout_hit': False}",1d
AMD,AMD,long,2025-10-08 22:00:39+00:00,2025-10-09 04:00:00+00:00,2025-10-21 04:00:00+00:00,236.3000030517578,238.02999877929688,36.84000580248564,60.01998991849439,104205.2996448357,False,200.85500259399413,250.61476260236986,"{'pretrade_score': 1.5, 'watchout_hit': False}",1d
AMD,AMD,long,2025-10-17 17:24:58+00:00,2025-10-20 04:00:00+00:00,2025-10-21 04:00:00+00:00,236.47000122070312,238.02999877929688,36.83473754923162,53.74765717362775,104259.04730200933,False,200.99950103759764,250.79505904842506,"{'pretrade_score': 2.7094313836019532, 'watchout_hit': False}",1d
AMD,AMD,long,2025-10-06 11:59:27+00:00,2025-10-07 04:00:00+00:00,2025-10-08 04:00:00+00:00,214.85000610351562,227.86535158425906,40.5622659702851,524.2162251523765,104783.2635271617,False,182.62250518798828,227.86535158425906,"{'pretrade_score': 1.24, 'watchout_hit': True}",4h
